"AircraftDescription","Description","Designator","EngineCount","EngineType","ManufacturerCode","ModelFullName","WTC"
"LandPlane","L1P","TF21","1","Piston","TAYLOR KITS","T-Kraft","L"
"LandPlane","L1P","TA15","1","Piston","TAYLORCRAFT (1)","15 Foursome","L"
"LandPlane","L1P","TA15","1","Piston","TAYLORCRAFT (1)","15 Tourist","L"
"LandPlane","L1P","TF19","1","Piston","TAYLORCRAFT (1)","19 Sportsman","L"
"LandPlane","L1P","TA20","1","Piston","TAYLORCRAFT (1)","20 Ranchwagon","L"
"LandPlane","L1P","TA20","1","Piston","TAYLORCRAFT (1)","20 Seabird","L"
"LandPlane","L1P","TA20","1","Piston","TAYLORCRAFT (1)","20 Topper","L"
"LandPlane","L1P","TA20","1","Piston","TAYLORCRAFT (1)","20 Zephyr 400","L"
"LandPlane","L1P","TAYA","1","Piston","TAYLORCRAFT (1)","A","L"
"LandPlane","L1P","TAYB","1","Piston","TAYLORCRAFT (1)","Ace","L"
"LandPlane","L1P","TAYB","1","Piston","TAYLORCRAFT (1)","BC","L"
"LandPlane","L1P","TAYB","1","Piston","TAYLORCRAFT (1)","BC Ace","L"
"LandPlane","L1P","TAYB","1","Piston","TAYLORCRAFT (1)","BC Sportsman","L"
"LandPlane","L1P","TAYB","1","Piston","TAYLORCRAFT (1)","BC Traveller","L"
"LandPlane","L1P","TAYB","1","Piston","TAYLORCRAFT (1)","BC Twosome","L"
"LandPlane","L1P","TAYB","1","Piston","TAYLORCRAFT (1)","BF","L"
"LandPlane","L1P","TAYB","1","Piston","TAYLORCRAFT (1)","BL","L"
"LandPlane","L1P","TF22","1","Piston","TAYLORCRAFT (1)","Classic","L"
"LandPlane","L1P","TAYD","1","Piston","TAYLORCRAFT (1)","DC","L"
"LandPlane","L1P","TAYD","1","Piston","TAYLORCRAFT (1)","DCO","L"
"LandPlane","L1P","TAYD","1","Piston","TAYLORCRAFT (1)","DF","L"
"LandPlane","L1P","TAYD","1","Piston","TAYLORCRAFT (1)","DL","L"
"LandPlane","L1P","TF19","1","Piston","TAYLORCRAFT (1)","F-19 Sportsman","L"
"LandPlane","L1P","TF21","1","Piston","TAYLORCRAFT (1)","F-21","L"
"LandPlane","L1P","TF22","1","Piston","TAYLORCRAFT (1)","F-22 Classic","L"
"LandPlane","L1P","TF22","1","Piston","TAYLORCRAFT (1)","F-22 Ranger","L"
"LandPlane","L1P","TF22","1","Piston","TAYLORCRAFT (1)","F-22 Tracker","L"
"LandPlane","L1P","TF22","1","Piston","TAYLORCRAFT (1)","F-22 Tri-Classic","L"
"LandPlane","L1P","TF22","1","Piston","TAYLORCRAFT (1)","F-22 Trooper","L"
"LandPlane","L1P","TA15","1","Piston","TAYLORCRAFT (1)","Foursome","L"
"LandPlane","L1P","TAYD","1","Piston","TAYLORCRAFT (1)","L-2","L"
"LandPlane","L1P","TAYD","1","Piston","TAYLORCRAFT (1)","O-57","L"
"LandPlane","L1P","TA20","1","Piston","TAYLORCRAFT (1)","Ranchwagon","L"
"LandPlane","L1P","TF22","1","Piston","TAYLORCRAFT (1)","Ranger","L"
"LandPlane","L1P","TA20","1","Piston","TAYLORCRAFT (1)","Seabird","L"
"LandPlane","L1P","TAYB","1","Piston","TAYLORCRAFT (1)","Sportsman (BC)","L"
"LandPlane","L1P","TF19","1","Piston","TAYLORCRAFT (1)","Sportsman (F-19)","L"
"LandPlane","L1P","TA20","1","Piston","TAYLORCRAFT (1)","Topper","L"
"LandPlane","L1P","TA15","1","Piston","TAYLORCRAFT (1)","Tourist","L"
"LandPlane","L1P","TF22","1","Piston","TAYLORCRAFT (1)","Tracker","L"
"LandPlane","L1P","TAYB","1","Piston","TAYLORCRAFT (1)","Traveller","L"
"LandPlane","L1P","TF22","1","Piston","TAYLORCRAFT (1)","Tri-Classic","L"
"LandPlane","L1P","TF22","1","Piston","TAYLORCRAFT (1)","Trooper","L"
"LandPlane","L1P","TAYB","1","Piston","TAYLORCRAFT (1)","Twosome","L"
"LandPlane","L1P","TA20","1","Piston","TAYLORCRAFT (1)","Zephyr 400","L"
"LandPlane","L1P","PLUS","1","Piston","TAYLORCRAFT (2)","Auster 1","L"
"LandPlane","L1P","AUS3","1","Piston","TAYLORCRAFT (2)","Auster 3","L"
"LandPlane","L1P","AUS4","1","Piston","TAYLORCRAFT (2)","Auster 4","L"
"LandPlane","L1P","AUS5","1","Piston","TAYLORCRAFT (2)","Auster 5","L"
"LandPlane","L1P","AUS5","1","Piston","TAYLORCRAFT (2)","Auster 5 Alpha","L"
"LandPlane","L1P","AUS6","1","Piston","TAYLORCRAFT (2)","Auster AOP6","L"
"LandPlane","L1P","J1","1","Piston","TAYLORCRAFT (2)","Autocrat","L"
"LandPlane","L1P","AUS3","1","Piston","TAYLORCRAFT (2)","E","L"
"LandPlane","L1P","AUS4","1","Piston","TAYLORCRAFT (2)","G","L"
"LandPlane","L1P","AUS5","1","Piston","TAYLORCRAFT (2)","J","L"
"LandPlane","L1P","J1","1","Piston","TAYLORCRAFT (2)","J-1 Autocrat","L"
"LandPlane","L1P","AUS6","1","Piston","TAYLORCRAFT (2)","K","L"
"LandPlane","L1P","PLUS","1","Piston","TAYLORCRAFT (2)","Plus C","L"
"LandPlane","L1P","PLUS","1","Piston","TAYLORCRAFT (2)","Plus D","L"
"LandPlane","L1P","TAYA","1","Piston","TAYLOR-YOUNG","A","L"
"LandPlane","L1P","TAYB","1","Piston","TAYLOR-YOUNG","BC","L"
"LandPlane","L1P","TAYB","1","Piston","TAYLOR-YOUNG","BF","L"
"LandPlane","L1P","TAYB","1","Piston","TAYLOR-YOUNG","BL","L"
"LandPlane","L1T","TBM7","1","Turboprop/Turboshaft","TBM","TBM-700","L"
"Amphibian","A1P","TEAL","1","Piston","TEAL","Teal","L"
"Amphibian","A1P","TEAL","1","Piston","TEAL","TSC-1 Teal","L"
"LandPlane","L1P","TRF1","1","Piston","TEAM ROCKET","F-1","L"
"LandPlane","L1P","FOXT","1","Piston","TEAM TANGO","Foxtrot-4","L"
"LandPlane","L1P","TAGO","1","Piston","TEAM TANGO","Tango-2","L"
"LandPlane","L1P","TR20","1","Piston","TECH'AERO ","TR-200","L"
"LandPlane","L1P","SM92","1","Piston","TECHNOAVIA","Finist","L"
"LandPlane","L1P","SP91","1","Piston","TECHNOAVIA","Slava","L"
"LandPlane","L1P","SM92","1","Piston","TECHNOAVIA","SM-92 Finist","L"
"LandPlane","L1T","SG92","1","Turboprop/Turboshaft","TECHNOAVIA","SM-92T Turbo Finist","L"
"LandPlane","L1P","Y18T","1","Piston","TECHNOAVIA","SM-94","L"
"LandPlane","L1T","SM20","1","Turboprop/Turboshaft","TECHNOAVIA","SM-2000","L"
"LandPlane","L1P","Y18T","1","Piston","TECHNOAVIA","SM-2000P","L"
"LandPlane","L1T","SG92","1","Turboprop/Turboshaft","TECHNOAVIA","SMG-92 Turbo Finist","L"
"LandPlane","L1P","SP55","1","Piston","TECHNOAVIA","SP-55","L"
"LandPlane","L1P","SP91","1","Piston","TECHNOAVIA","SP-91 Slava","L"
"LandPlane","L1P","SP95","1","Piston","TECHNOAVIA","SP-95","L"
"LandPlane","L1T","SG92","1","Turboprop/Turboshaft","TECHNOAVIA","Turbo Finist","L"
"LandPlane","L2T","RYSA","2","Turboprop/Turboshaft","TECHNOAVIA","Rysachok","L"
"LandPlane","L1P","TFK2","1","Piston","TECHNOFLUG","Carat","L"
"LandPlane","L1P","TFK2","1","Piston","TECHNOFLUG","TFK-2 Carat","L"
"LandPlane","L1P","BRAV","1","Piston","TECNAM","Bravo","L"
"LandPlane","L1P","ECHO","1","Piston","TECNAM","Echo","L"
"LandPlane","L1P","GOLF","1","Piston","TECNAM","Golf","L"
"LandPlane","L1P","ECHO","1","Piston","TECNAM","P-92 Echo","L"
"LandPlane","L1P","ECHO","1","Piston","TECNAM","P-92 SeaSky","L"
"LandPlane","L1P","GOLF","1","Piston","TECNAM","P-96 Golf","L"
"LandPlane","L1P","SIRA","1","Piston","TECNAM","P-2002 Sierra","L"
"LandPlane","L1P","BRAV","1","Piston","TECNAM","P-2004 Bravo","L"
"LandPlane","L1P","ECHO","1","Piston","TECNAM","SeaSky","L"
"LandPlane","L1P","SIRA","1","Piston","TECNAM","Sierra","L"
"LandPlane","L1P","SIRA","1","Piston","TECNAM","P-2002","L"
"LandPlane","L1P","ASTO","1","Piston","TECNAM","Astore","L"
"LandPlane","L1P","TWEN","1","Piston","TECNAM","P-2010 Twenty-Ten","L"
"LandPlane","L1P","TWEN","1","Piston","TECNAM","Twenty-Ten","L"
"LandPlane","L2P","P212","2","Piston","TECNAM","P-2012 Traveller","L"
"LandPlane","L2P","P212","2","Piston","TECNAM","Traveller","L"
"LandPlane","L1P","SNAP","1","Piston","TECNAM","FR-01 Snap","L"
"LandPlane","L1P","SNAP","1","Piston","TECNAM","FR-100 Snap","L"
"LandPlane","L1P","SNAP","1","Piston","TECNAM","Snap","L"
"LandPlane","L2P","P06T","2","Piston","TECNAM","P-2006T","L"
"LandPlane","L1P","P208","1","Piston","TECNAM","P-2008","L"
"LandPlane","L1P","ECHO","1","Piston","TECNAM","P-92 Eaglet","L"
"LandPlane","L1P","ECHO","1","Piston","TECNAM","Eaglet","L"
"LandPlane","L2P","AEST","2","Piston","TED SMITH","Aerostar","L"
"LandPlane","L1P","L8","1","Piston","TEMCO","8 Silvaire","L"
"LandPlane","L1P","L11","1","Piston","TEMCO","11A Sedan","L"
"LandPlane","L1P","T35","1","Piston","TEMCO","Buckaroo","L"
"LandPlane","L2P","TNAV","2","Piston","TEMCO","D-16 Twin Navion","L"
"LandPlane","L1P","GC1","1","Piston","TEMCO","GC-1 Swift","L"
"LandPlane","L1P","L11","1","Piston","TEMCO","Sedan","L"
"LandPlane","L1P","L8","1","Piston","TEMCO","Silvaire","L"
"LandPlane","L1P","GC1","1","Piston","TEMCO","Swift","L"
"LandPlane","L1P","T35","1","Piston","TEMCO","T-35 Buckaroo","L"
"LandPlane","L1P","T35","1","Piston","TEMCO","TE-1 Buckaroo","L"
"LandPlane","L2P","TNAV","2","Piston","TEMCO","Twin Navion","L"
"LandPlane","L1P","BD4","1","Piston","TENNESSEE VALLEY","BD-4","L"
"LandPlane","L1P","TSTN","1","Piston","TERRAFUGIA","Transition","L"
"LandPlane","L1T","SS2T","1","Turboprop/Turboshaft","TERR-MAR","Turbo Sea Thrush","L"
"LandPlane","L1P","T30","1","Piston","TERZI","Katana","L"
"LandPlane","L1P","STIL","1","Piston","TERZI","Stiletto","L"
"LandPlane","L1P","STIL","1","Piston","TERZI","T-9 Stiletto","L"
"LandPlane","L1P","T30","1","Piston","TERZI","T-30 Katana","L"
"LandPlane","L1P","TS14","1","Piston","TEST","TST-14 Bonus","L"
"LandPlane","L1P","TS14","1","Piston","TEST","Bonus","L"
"LandPlane","L1P","F3F","1","Piston","TEXAS AIRPLANE","F3F Replica","L"
"LandPlane","L1P","F3F","1","Piston","TEXAS AIRPLANE","G-11 Replica","L"
"LandPlane","L1P","F3F","1","Piston","TEXAS AIRPLANE","G-32 Replica","L"
"Helicopter","H1P","M74","1","Piston","TEXAS HELICOPTER","M-74 Wasp","L"
"Helicopter","H1P","M74","1","Piston","TEXAS HELICOPTER","Wasp","L"
"LandPlane","L1P","J3","1","Piston","TEXAS SPORT","Texas Sport (TX-3)","L"
"LandPlane","L1P","PA11","1","Piston","TEXAS SPORT","Texas Sport (TX-11)","L"
"LandPlane","L1P","J3","1","Piston","TEXAS SPORT","TX-3 Texas Sport","L"
"LandPlane","L1P","PA11","1","Piston","TEXAS SPORT","TX-11 Texas Sport","L"
"LandPlane","L2J","E530","2","Jet","TEXTRON AIRLAND","E530 Scorpion","M"
"LandPlane","L2J","E530","2","Jet","TEXTRON AIRLAND","Scorpion","M"
"LandPlane","L1P","CX5","1","Piston","THATCHER","CX-5","L"
"LandPlane","L1P","T19","1","Piston","THK","T-19 Speedfire","L"
"LandPlane","L1P","T19","1","Piston","THK","Turkkusu","L"
"LandPlane","L1P","T19","1","Piston","THK","Speedfire","L"
"LandPlane","L1P","T19","1","Piston","THK","T-19 Turkkusu","L"
"LandPlane","L1P","T18","1","Piston","THORP","T-18 Tiger","L"
"LandPlane","L1P","T211","1","Piston","THORP","T-211","L"
"LandPlane","L1P","T18","1","Piston","THORP","Tiger","L"
"LandPlane","L1T","A660","1","Turboprop/Turboshaft","THRUSH","S-2R-660 Turbo Thrush 660","L"
"LandPlane","L1T","SS2T","1","Turboprop/Turboshaft","THRUSH","S-2RHG-T34 Turbo Thrush 510","L"
"LandPlane","L1T","SS2T","1","Turboprop/Turboshaft","THRUSH","S-2RHG-T65 Turbo Thrush 550","L"
"LandPlane","L1T","SS2T","1","Turboprop/Turboshaft","THRUSH","S-2R-T34 Turbo Thrush","L"
"LandPlane","L1T","SS2T","1","Turboprop/Turboshaft","THRUSH","Turbo Thrush 510","L"
"LandPlane","L1T","SS2T","1","Turboprop/Turboshaft","THRUSH","Turbo Thrush 550","L"
"LandPlane","L1T","A660","1","Turboprop/Turboshaft","THRUSH","Turbo Thrush 660","L"
"LandPlane","L1T","SS2T","1","Turboprop/Turboshaft","THRUSH","Turbo Thrush (S-2R-T34)","L"
"LandPlane","L1P","SS2P","1","Piston","THRUSH","S-2R-R1340 Trush 400","L"
"LandPlane","L1T","SS2T","1","Turboprop/Turboshaft","THRUSH","S-2R-T65 Turbo Thrush 550","L"
"LandPlane","L1P","SS2P","1","Piston","THRUSH","Thrush 400","L"
"LandPlane","L1P","TP40","1","Piston","THUNDER WINGS","Curtiss P-40","L"
"LandPlane","L1P","TFOC","1","Piston","THUNDER WINGS","Focke-Wulf Fw-190","L"
"LandPlane","L1P","TSPT","1","Piston","THUNDER WINGS","Supermarine Spitfire","L"
"Amphibian","A1P","TA16","1","Piston","THURSTON","Seafire","L"
"Amphibian","A1P","TA16","1","Piston","THURSTON","TA-16 Seafire","L"
"Amphibian","A1P","TA16","1","Piston","THURSTON","TA-16 Trojan","L"
"Amphibian","A1P","TEAL","1","Piston","THURSTON","Teal","L"
"Amphibian","A1P","TA16","1","Piston","THURSTON","Trojan","L"
"Amphibian","A1P","TEAL","1","Piston","THURSTON","TSC-1 Teal","L"
"LandPlane","L1P","AA5","1","Piston","TIGER","AG-5 Tiger","L"
"LandPlane","L1P","AA5","1","Piston","TIGER","Tiger","L"
"LandPlane","L1P","TWSP","1","Piston","TIME WARP","Spitfire","L"
"LandPlane","L1P","TIPB","1","Piston","TIPSY","B","L"
"LandPlane","L1P","TIPB","1","Piston","TIPSY","BC","L"
"LandPlane","L1P","TIPB","1","Piston","TIPSY","Belfair","L"
"LandPlane","L1P","TIJU","1","Piston","TIPSY","Junior","L"
"LandPlane","L1P","NIPR","1","Piston","TIPSY","Nipper","L"
"LandPlane","L1P","NIPR","1","Piston","TIPSY","T-66 Nipper","L"
"LandPlane","L1P","TIPB","1","Piston","TIPSY","Trainer","L"
"LandPlane","L1P","T51","1","Piston","TITAN","Mustang","L"
"LandPlane","L1P","T51","1","Piston","TITAN","T-51 Mustang","L"
"LandPlane","L1P","TRDO","1","Piston","TITAN","Tornado SS","L"
"LandPlane","L1P","TL20","1","Piston","TL ULTRALIGHT","Sting","L"
"LandPlane","L1P","TL20","1","Piston","TL ULTRALIGHT","StingSport","L"
"LandPlane","L1P","TL20","1","Piston","TL ULTRALIGHT","TL-2000  Sting","L"
"LandPlane","L1P","TL20","1","Piston","TL ULTRALIGHT","TL-2000 StingSport","L"
"LandPlane","L1P","TL30","1","Piston","TL ULTRALIGHT","TL-3000 Sirius","L"
"LandPlane","L1P","TL30","1","Piston","TL ULTRALIGHT","Sirius","L"
"LandPlane","L1P","STRE","1","Piston","TL ULTRALIGHT","Stream","L"
"LandPlane","L1P","TM5","1","Piston","TM AIRCRAFT","TM-5","L"
"LandPlane","L1P","T10","1","Piston","TMM-AVIA","Avia-Tor","L"
"LandPlane","L1P","T10","1","Piston","TMM-AVIA","T-10 Avia-Tor","L"
"LandPlane","L1P","SD4","1","Piston","TOMARK","SD-4 Viper","L"
"LandPlane","L1P","SD4","1","Piston","TOMARK","Viper","L"
"LandPlane","L1P","TAA1","1","Piston","TOYOTA","TAA-1","L"
"LandPlane","L1T","B36T","1","Turboprop/Turboshaft","TRADEWIND TURBINES","36 Prop-Jet Bonanza","L"
"LandPlane","L1T","B36T","1","Turboprop/Turboshaft","TRADEWIND TURBINES","Prop-Jet Bonanza","L"
"LandPlane","L1P","SAH1","1","Piston","TRAGO MILLS","SAH-1","L"
"LandPlane","L2T","C160","2","Turboprop/Turboshaft","TRANSALL","C-160","M"
"LandPlane","L1P","PL12","1","Piston","TRANSAVIA","Airtruk","L"
"LandPlane","L1P","PL12","1","Piston","TRANSAVIA","PL-12 Airtruk","L"
"LandPlane","L1P","PL12","1","Piston","TRANSAVIA","PL-12 Skyfarmer","L"
"LandPlane","L1P","PL12","1","Piston","TRANSAVIA","Skyfarmer","L"
"LandPlane","L1P","TVL4","1","Piston","TRAVEL AIR","4","L"
"LandPlane","L1P","TVLB","1","Piston","TRAVEL AIR","2000","L"
"LandPlane","L1P","TVL4","1","Piston","TRAVEL AIR","4000","L"
"LandPlane","L1P","TVLB","1","Piston","TRAVEL AIR","B","L"
"LandPlane","L2P","P66P","2","Piston","TRECKER","166","L"
"Amphibian","A2P","P136","2","Piston","TRECKER","Gull","L"
"Helicopter","H2T","B06T","2","Turboprop/Turboshaft","TRIDAIR","206L-ST Gemini ST","L"
"Helicopter","H2T","B06T","2","Turboprop/Turboshaft","TRIDAIR","Gemini ST","L"
"Amphibian","A1P","TR1","1","Piston","TRIDENT","TR-1 Trigull","L"
"Amphibian","A1P","TR1","1","Piston","TRIDENT","Trigull","L"
"LandPlane","L1P","KIS4","1","Piston","TRI-R","Cruiser","L"
"LandPlane","L1P","KIS2","1","Piston","TRI-R","KIS TD","L"
"LandPlane","L1P","KIS2","1","Piston","TRI-R","KIS TR-1","L"
"LandPlane","L1P","KIS4","1","Piston","TRI-R","KIS TR-4 Cruiser","L"
"LandPlane","L4T","TU4","4","Turboprop/Turboshaft","TUPOLEV","Tu-4","M"
"LandPlane","L2J","TU16","2","Jet","TUPOLEV","Tu-16","M"
"LandPlane","L4T","TU95","4","Turboprop/Turboshaft","TUPOLEV","Tu-20","H"
"LandPlane","L2J","TU22","2","Jet","TUPOLEV","Tu-22","M"
"LandPlane","L2J","T22M","2","Jet","TUPOLEV","Tu-22M","M"
"LandPlane","L4T","TU95","4","Turboprop/Turboshaft","TUPOLEV","Tu-95","H"
"LandPlane","L2J","T134","2","Jet","TUPOLEV","Tu-134","M"
"LandPlane","L4T","TU95","4","Turboprop/Turboshaft","TUPOLEV","Tu-142","H"
"LandPlane","L4J","T144","4","Jet","TUPOLEV","Tu-144","H"
"LandPlane","L3J","T154","3","Jet","TUPOLEV","Tu-154","M"
"LandPlane","L4J","T160","4","Jet","TUPOLEV","Tu-160","H"
"LandPlane","L2J","T204","2","Jet","TUPOLEV","Tu-204","M"
"LandPlane","L2J","T204","2","Jet","TUPOLEV","Tu-214","M"
"LandPlane","L2J","T204","2","Jet","TUPOLEV","Tu-224","M"
"LandPlane","L2J","T204","2","Jet","TUPOLEV","Tu-234","M"
"LandPlane","L2J","T334","2","Jet","TUPOLEV","Tu-334","M"
"LandPlane","L1P","PA18","1","Piston","TURBINE CUBS","PA-18 Super Cub","L"
"LandPlane","L1P","PA18","1","Piston","TURBINE CUBS","Super Cub","L"
"LandPlane","L1T","TD2","1","Turboprop/Turboshaft","TURBINE DESIGN","TD-2 Tempest","L"
"LandPlane","L1T","TD2","1","Turboprop/Turboshaft","TURBINE DESIGN","Tempest","L"
"LandPlane","L1P","T40","1","Piston","TURNER","T-40","L"
"LandPlane","L1P","NAVI","1","Piston","TUSCO","Navion","L"
"LandPlane","L1P","KIWI","1","Piston","TWI","Kiwi","L"
"LandPlane","L1P","TFUN","1","Piston","TWI","Taifun","L"
"LandPlane","L1P","UU12","1","Piston","UDET","Flamingo Replica","L"
"LandPlane","L1P","UU12","1","Piston","UDET","U-12 Flamingo Replica","L"
"LandPlane","L1P","PKAN","1","Piston","UETZ","Pelikan","L"
"LandPlane","L1P","D11","1","Piston","UETZ","U-2V","L"
"LandPlane","L1P","PKAN","1","Piston","UETZ","U-3M Pelikan","L"
"LandPlane","L1P","PKAN","1","Piston","UETZ","U-4M Pelikan","L"
"Gyrocopter","G1P","UFHT","1","Piston","UFO","HeliThruster","L"
"LandPlane","L1P","DAL4","1","Piston","UL-JIH","Fascination","L"
"LandPlane","L1P","DAL5","1","Piston","UL-JIH","Evolution","L"
"LandPlane","L1P","ULPA","1","Piston","ULLMANN","Panther","L"
"LandPlane","L1P","UL10","1","Piston","ULTIMATE","10 Albertan","L"
"LandPlane","L1P","UL20","1","Piston","ULTIMATE","20","L"
"LandPlane","L1P","UL10","1","Piston","ULTIMATE","Albertan","L"
"LandPlane","L1P","WILT","1","Piston","ULTRALEICHTBAU","Wild Thing","L"
"LandPlane","L1P","WILT","1","Piston","ULTRALEICHTBAU","WT-01 Wild Thing","L"
"LandPlane","L1P","WILT","1","Piston","ULTRALEICHTBAU","WT-02 Wild Thing","L"
"LandPlane","L1P","PELI","1","Piston","ULTRAVIA","Pelican","L"
"Gyrocopter","G1P","UM18","1","Piston","UMBAUGH","18","L"
"LandPlane","L1P","SF25","1","Piston","UMBRA","Falke","L"
"LandPlane","L1P","SF25","1","Piston","UMBRA","SF-25 Falke","L"
"Helicopter","H1T","UH1","1","Turboprop/Turboshaft","UNC","Ultra Huey","L"
"LandPlane","L1P","DON","1","Piston","UNIKOMTRANSO","Don","L"
"Helicopter","H2T","NA40","2","Turboprop/Turboshaft","UNIS","Bongo","L"
"Helicopter","H2T","NA40","2","Turboprop/Turboshaft","UNIS","NA-40 Bongo","L"
"Helicopter","H2T","S61","2","Turboprop/Turboshaft","UNITED CANADA","CH-124 Sea King","M"
"Amphibian","A2P","TBEE","2","Piston","UNITED CONSULTANT","Twin Bee","L"
"Amphibian","A2P","TBEE","2","Piston","UNITED CONSULTANT","UC-1 Twin Bee","L"
"LandPlane","L1T","CABI","1","Turboprop/Turboshaft","UNIVERSAL COMPOSITE","Carbon Bird","L"
"LandPlane","L1P","UF13","1","Piston","URBAN","UFM-11 Lambada","L"
"LandPlane","L1P","UF13","1","Piston","URBAN","Lambada","L"
"LandPlane","L1P","UF10","1","Piston","URBAN","Samba","L"
"LandPlane","L1P","UF10","1","Piston","URBAN","UFM-10 Samba","L"
"LandPlane","L1P","UF13","1","Piston","URBAN","UFM-13 Lambada","L"
"Gyrocopter","G1P","ADEL","1","Piston","USTINOV","Adel","L"
"LandPlane","L1P","UT60","1","Piston","UTVA","60","L"
"LandPlane","L1P","UT65","1","Piston","UTVA","65 Privrednik","L"
"LandPlane","L1P","UT66","1","Piston","UTVA","66","L"
"LandPlane","L1P","UT75","1","Piston","UTVA","75","L"
"LandPlane","L1P","LAST","1","Piston","UTVA","Lasta","L"
"LandPlane","L1P","UT65","1","Piston","UTVA","Privrednik","L"
"LandPlane","L1P","UT75","1","Piston","UTVA","V-53","L"
"LandPlane","L1P","LAST","1","Piston","UTVA","N-63 Lasta","L"
"LandPlane","L1P","KIWI","1","Piston","VALENTIN","Kiwi","L"
"LandPlane","L1P","TFUN","1","Piston","VALENTIN","Taifun","L"
"LandPlane","L1P","D11","1","Piston","VALLADEAU","D-112","L"
"LandPlane","L1P","D11","1","Piston","VALLADEAU","D-119","L"
"LandPlane","L1J","SB35","1","Jet","VALMET","35 Draken","M"
"LandPlane","L2J","FOUG","2","Jet","VALMET","CM-170R Magister","L"
"LandPlane","L1J","SB35","1","Jet","VALMET","Draken","M"
"LandPlane","L1J","HAWK","1","Jet","VALMET","Hawk","M"
"LandPlane","L1P","L70","1","Piston","VALMET","L-70 Miltrainer","L"
"LandPlane","L1P","L70","1","Piston","VALMET","L-70 Vinka","L"
"LandPlane","L1T","L90","1","Turboprop/Turboshaft","VALMET","L-90TP Redigo","L"
"LandPlane","L2J","FOUG","2","Jet","VALMET","Magister","L"
"LandPlane","L1P","L70","1","Piston","VALMET","Miltrainer","L"
"LandPlane","L1P","PK23","1","Piston","VALMET","PIK-23 Suhinu","L"
"LandPlane","L1P","PK23","1","Piston","VALMET","PIK-23 Towmaster","L"
"LandPlane","L1T","L90","1","Turboprop/Turboshaft","VALMET","Redigo","L"
"LandPlane","L1P","PK23","1","Piston","VALMET","Suhinu","L"
"LandPlane","L1P","PK23","1","Piston","VALMET","Towmaster","L"
"LandPlane","L1P","L70","1","Piston","VALMET","Vinka","L"
"LandPlane","L2J","F18H","2","Jet","VALMET","Hornet","M"
"LandPlane","L2J","F18H","2","Jet","VALMET","FA-18 Hornet","M"
"LandPlane","L1P","VIMA","1","Piston","VALTION","Viima","L"
"LandPlane","L1P","VL3","1","Piston","VANESSA AIR","VL-3","L"
"LandPlane","L1P","VL3","1","Piston","VANESSA AIR","VL-3 Flamingo","L"
"LandPlane","L1P","VL3","1","Piston","VANESSA AIR","Flamingo","L"
"LandPlane","L1P","RV14","1","Piston","VAN'S","RV-14","L"
"LandPlane","L1P","RV3","1","Piston","VAN'S","RV-3","L"
"LandPlane","L1P","RV4","1","Piston","VAN'S","RV-4","L"
"LandPlane","L1T","RV4T","1","Turboprop/Turboshaft","VAN'S","RV-4T","L"
"LandPlane","L1P","RV6","1","Piston","VAN'S","RV-6","L"
"LandPlane","L1P","RV7","1","Piston","VAN'S","RV-7","L"
"LandPlane","L1P","RV8","1","Piston","VAN'S","RV-8","L"
"LandPlane","L1P","RV9","1","Piston","VAN'S","RV-9","L"
"LandPlane","L1P","RV10","1","Piston","VAN'S","RV-10","L"
"LandPlane","L1P","RV12","1","Piston","VAN'S","RV-12","L"
"LandPlane","L1T","DH3T","1","Turboprop/Turboshaft","VARDAX","Vazar Dash 3","L"
"LandPlane","L1P","MOR2","1","Piston","VARGA","2150 Kachina","L"
"LandPlane","L1P","MOR2","1","Piston","VARGA","Kachina","L"
"Helicopter","H1T","S55T","1","Turboprop/Turboshaft","VAT","Elite","L"
"Helicopter","H1P","S52","1","Piston","VAT","Hummingbird","L"
"LandPlane","L2P","IL14","2","Piston","VEB","Il-14","M"
"LandPlane","L1P","VELO","1","Piston","VELOCITY","Velocity","L"
"LandPlane","L1R","ROAR","1","Rocket","VELOCITY","Rocket Racer","L"
"LandPlane","L1P","T211","1","Piston","VENTURE","T-211","L"
"LandPlane","L1P","DLTA","1","Piston","VERHEES","Delta","L"
